Organism Name	bases	rel_bases
Solanum lycopersicum	9.81439732616e+12	0.000802788418935
metagenome	9.70484911659e+12	0.000793827702241
Brachypodium distachyon	9.00599480162e+12	0.000736663504386
Hordeum vulgare	8.9946828134e+12	0.0007357382175
Felis catus	8.92077446099e+12	0.000729692734787
Salmonella enterica subsp. enterica	8.83730934661e+12	0.000722865537458
Panicum hallii	8.81555894458e+12	0.000721086419466
gut metagenome	8.48747250502e+12	0.000694249927593
Zea mays subsp. mays	8.07272969648e+12	0.000660325203285
Brassica napus	7.71090284314e+12	0.000630728846233
Mus musculus musculus	7.17944602763e+12	0.000587257264385
Pan troglodytes	6.9881186844e+12	0.000571607258555
Triticum turgidum	6.98224396939e+12	0.000571126724395
Picea abies	6.63709807982e+12	0.000542894820409
freshwater metagenome	6.19675236122e+12	0.000506875854448
Mus musculus domesticus	5.93560073055e+12	0.000485514430234
Listeria monocytogenes	5.7859730938e+12	0.000473275335979
Macaca fascicularis	5.77956218544e+12	0.000472750942803
Salmo salar	5.70093794388e+12	0.000466319714427
Neisseria meningitidis	5.41677711727e+12	0.000443076206636
Apis mellifera	5.29787943061e+12	0.000433350730612
Gasterosteus aculeatus	4.99361500363e+12	0.000408462808292
Manihot esculenta	4.90638583323e+12	0.000401327722411
Klebsiella pneumoniae	4.89906754489e+12	0.00040072910826
Phaseolus vulgaris	4.86618954948e+12	0.00039803978633
Xenopus tropicalis	4.84508990594e+12	0.000396313898441
marine sediment metagenome	4.7755777651e+12	0.000390628012718
Chlamydomonas reinhardtii	4.74514805074e+12	0.000388138952874
Campylobacter jejuni	4.63808883734e+12	0.000379381828641
Pinus taeda	4.44771982743e+12	0.000363810211618
Schizosaccharomyces pombe	4.32299518892e+12	0.000353608108317
Oncorhynchus mykiss	4.22156090554e+12	0.000345311086577
Medicago truncatula	4.21700741546e+12	0.000344938624674
Solanum tuberosum	4.15115068942e+12	0.000339551740975
Anopheles arabiensis	4.1361264043e+12	0.000338322799279
Latimeria chalumnae	4.11414980179e+12	0.000336525178763
Brassica rapa	3.94120054955e+12	0.000322378445943
unidentified	3.92695275738e+12	0.000321213019054
Oryza sativa Indica Group	3.87154878901e+12	0.000316681139745
Picea glauca	3.82722532468e+12	0.000313055612607
Clostridioides difficile	3.82491301473e+12	0.000312866472552
mouse gut metagenome	3.78062615084e+12	0.000309243939221
Campylobacter sp.	3.76952195962e+12	0.000308335649509
Aedes aegypti	3.69821505473e+12	0.000302502957442
Ursus maritimus	3.66396376542e+12	0.000299701304168
Vitis vinifera	3.65082274689e+12	0.00029862640806
Streptococcus pyogenes	3.62166670746e+12	0.000296241531025
Capsella grandiflora	3.5316755537e+12	0.000288880523146
activated sludge metagenome	3.41518156705e+12	0.000279351662611
human skin metagenome	3.40301246534e+12	0.000278356266399
rhizosphere metagenome	3.39461078790e+12	0.000277669034252
Neisseria gonorrhoeae	3.37189285457e+12	0.000275810775087
Haemonchus contortus	3.28240034026e+12	0.000268490554427
Pseudomonas aeruginosa	3.27659689643e+12	0.000268015850037
aquatic metagenome	3.27190931268e+12	0.000267632419672
Oryctolagus cuniculus	3.23031964278e+12	0.000264230508761
Xenopus laevis	3.20608794418e+12	0.000262248428114
Schistosoma mansoni	3.19174974964e+12	0.00026107560658
Bos grunniens	3.04181771074e+12	0.000248811613137
Saccharomyces cerevisiae S288c	3.03095177839e+12	0.000247922812291
metagenomes	3.02467985466e+12	0.000247409787642
Plasmodium vivax	2.99323088935e+12	0.000244837356112
Diabrotica virgifera virgifera	2.96727480123e+12	0.000242714225546
Gorilla gorilla gorilla	2.92613414982e+12	0.000239349043008
Equus caballus ferus	2.88387069139e+12	0.000235892018207
Neurospora crassa	2.87529522247e+12	0.000235190570435
Picea engelmannii x Picea glauca	2.76330900777e+12	0.000226030432196
Escherichia coli str. K-12 substr. MG1655	2.69784373508e+12	0.000220675568213
Gossypium barbadense	2.68795048127e+12	0.000219866329569
Oryzias latipes	2.63773417343e+12	0.000215758785414
Populus	2.62140652065e+12	0.000214423232132
human oral metagenome	2.61592863373e+12	0.000213975157325
Glycine soja	2.57886946181e+12	0.000210943827632
Anas platyrhynchos	2.57249047678e+12	0.00021042204569
Papio anubis	2.53982697349e+12	0.000207750268575
synthetic construct	2.51415217499e+12	0.000205650146662
Acinetobacter baumannii	2.45765901877e+12	0.000201029175036
Canis lupus	2.42949266597e+12	0.000198725251415
Rhinopithecus roxellana	2.4246313285e+12	0.000198327608514
Pinus contorta	2.42130549084e+12	0.000198055564916
Populus tremula	2.41672972278e+12	0.000197681280741
Salmonella enterica subsp. enterica serovar Typhimurium	2.40831728602e+12	0.000196993168514
Streptococcus agalactiae	2.40025390558e+12	0.000196333608052
Bos indicus	2.38083617238e+12	0.000194745295411
Cricetulus griseus	2.37794567515e+12	0.000194508861362
Aedes albopictus	2.36415506559e+12	0.000193380830646
viral metagenome	2.36238453128e+12	0.000193236006222
Microcebus murinus	2.31289126261e+12	0.000189187604514
bovine gut metagenome	2.26548243756e+12	0.000185309704074
Callithrix jacchus	2.26124601624e+12	0.000184963177449
Brassica oleracea	2.25529568044e+12	0.000184476457735
Nicotiana tabacum	2.25146125356e+12	0.000184162813056
Miscanthus sinensis	2.23965696426e+12	0.000183197257411
Carassius auratus	2.23260566767e+12	0.000182620482388
Schmidtea mediterranea	2.22706106524e+12	0.000182166950452
wastewater metagenome	2.22361276143e+12	0.000181884889489
Populus deltoides	2.22123812229e+12	0.000181690651092
groundwater metagenome	2.17562282503e+12	0.000177959455875
Nothobranchius furzeri	2.17409212363e+12	0.000177834249067
Salmonella enterica subsp. enterica serovar Typhi	2.1701796999e+12	0.000177514224479
Pseudotsuga menziesii	2.16821865438e+12	0.000177353816807
bioreactor metagenome	2.14120103042e+12	0.000175143855777
Drosophila simulans	2.12550214201e+12	0.000173859733544
pig gut metagenome	2.11759832143e+12	0.000173213224603
Bombyx mori	2.11090558108e+12	0.000172665778411
Pinus lambertiana	2.10824388952e+12	0.000172448059983
Triticum turgidum subsp. durum	2.09658001309e+12	0.000171493989691
unclassified sequences	2.09601332858e+12	0.000171447636589
Cercocebus atys	2.00648334748e+12	0.000164124351258
Oncorhynchus tshawytscha	2.00178229023e+12	0.000163739818801
Shigella sonnei	1.98726231507e+12	0.000162552128155
Aegilops tauschii	1.95737306497e+12	0.000160107276675
Macaca nemestrina	1.94920337854e+12	0.0001594390207
Arachis hypogaea	1.92561712762e+12	0.000157509735747
Salix purpurea	1.90095953973e+12	0.000155492818626
Enterococcus faecium	1.89181846e+12	0.000154745105577
Secale cereale	1.87103020248e+12	0.000153044688136
Vibrio cholerae	1.86295372488e+12	0.000152384056366
Erythranthe guttata	1.86277883502e+12	0.000152369750897
Cucumis sativus	1.83488142426e+12	0.000150087825932
Ginkgo biloba	1.7970858379e+12	0.000146996259735
Pygoscelis adeliae	1.78783423366e+12	0.000146239506111
Quercus robur	1.78242296714e+12	0.000145796880655
Chlorocebus aethiops	1.75431901463e+12	0.000143498061191
Malus domestica	1.74926181958e+12	0.000143084397724
Fasciola hepatica	1.74589210479e+12	0.000142808765109
Crassostrea gigas	1.73001468169e+12	0.000141510039271
plant metagenome	1.72883318961e+12	0.000141413396744
Pan paniscus	1.7088604755e+12	0.000139779688321
Papio cynocephalus	1.7003319088e+12	0.00013908207701
Mycobacterium tuberculosis complex bacterium	1.67051047922e+12	0.000136642773046
Pan troglodytes verus	1.62157470635e+12	0.000132639972831
hydrocarbon metagenome	1.61152906165e+12	0.000131818269067
Mycobacterium tuberculosis H37Rv	1.60460756822e+12	0.000131252111556
Ficedula hypoleuca	1.59311269216e+12	0.00013031186499
sediment metagenome	1.58711995394e+12	0.000129821676884
Mustela putorius furo	1.58294902333e+12	0.000129480507204
Plasmodium falciparum 3D7	1.55798914241e+12	0.000127438863415
Mus spretus	1.5577842732e+12	0.000127422105725
Calidris pugnax	1.55708541974e+12	0.000127364941597
Locusta migratoria	1.54762830016e+12	0.000126591377432
Lotus japonicus	1.52124007966e+12	0.000124432899728
Lynx pardinus	1.50778236207e+12	0.000123332098581
Daphnia magna	1.49798521035e+12	0.000122530720802
Capra aegagrus	1.49147680134e+12	0.000121998352363
Triticum urartu	1.48355603715e+12	0.000121350457485
Candida albicans	1.47383209702e+12	0.000120555068194
Eucalyptus grandis	1.46960852478e+12	0.000120209592586
Cicer arietinum	1.46525915053e+12	0.00011985382675
Drosophila pseudoobscura	1.46018683958e+12	0.000119438926848
Gadus morhua	1.44921922281e+12	0.000118541808519
Physcomitrella patens	1.44804823822e+12	0.000118446025474
synthetic metagenome	1.43743780874e+12	0.000117578123999
Pristionchus pacificus	1.43655383118e+12	0.000117505817272
Lates calcarifer	1.4188877979e+12	0.000116060788459
Aspergillus niger	1.41200809505e+12	0.000115498049292
Chlorocebus pygerythrus	1.4078465138e+12	0.000115157644362
Camelus dromedarius	1.40140185671e+12	0.000114630490641
terrestrial metagenome	1.39178903406e+12	0.000113844190429
Pisum sativum	1.39144743517e+12	0.000113816248659
unclassified Bacteria (miscellaneous)	1.38956475019e+12	0.000113662250645
Shigella flexneri	1.38162020849e+12	0.000113012410837
Notamacropus eugenii	1.37269233332e+12	0.000112282137285
Heterocephalus glaber	1.36730478427e+12	0.000111841451847
Daphnia pulex	1.36434812278e+12	0.000111599605759
Ambystoma mexicanum	1.34662741937e+12	0.000110150105092
Legionella pneumophila	1.34348093927e+12	0.000109892732408
Rhinopithecus bieti	1.33699996905e+12	0.000109362608381
Parus major	1.33124590037e+12	0.00010889194273
Mus musculus castaneus	1.33079378132e+12	0.000108854960741
Beta vulgaris subsp. vulgaris	1.33033151521e+12	0.000108817148753
Ursus arctos	1.3298979617e+12	0.000108781685369
Escherichia coli K-12	1.31062606224e+12	0.000107205301493
Pongo abelii	1.30443507726e+12	0.000106698897393
Burkholderia pseudomallei	1.30081463088e+12	0.000106402755681
Bubalus bubalis	1.29818744268e+12	0.000106187859525
Nilaparvata lugens	1.28397841129e+12	0.000105025603151
Ceratodon purpureus	1.28374136525e+12	0.000105006213493
Gorilla beringei	1.28015597295e+12	0.0001047129391
microbial mat metagenome	1.27561149458e+12	0.000104341214328
Hipposideros armiger	1.27115354197e+12	0.000103976567105
Neurospora crassa OR74A	1.26523272038e+12	0.000103492261564
Mammuthus primigenius	1.26240266229e+12	0.000103260771257
Capsicum annuum	1.26126074764e+12	0.000103167366045
Acyrthosiphon pisum	1.25843587665e+12	0.000102936300027
Boechera stricta	1.25800989978e+12	0.00010290145639
Timema cristinae	1.25428724266e+12	0.000102596954144
Larimichthys crocea	1.2451181022e+12	0.000101846945812
Leishmania donovani	1.24376361905e+12	0.000101736153131
Phoenix dactylifera	1.23363541671e+12	0.000100907696398
Coturnix japonica	1.2314076706e+12	0.000100725473413
Linum usitatissimum	1.22695732683e+12	0.000100361448571
Trypanosoma brucei	1.22133087529e+12	9.99012216226e-05
Rana catesbeiana	1.20386908334e+12	9.84728991402e-05
Ovis orientalis	1.19634841349e+12	9.78577307851e-05
Poecilia reticulata	1.19184019484e+12	9.74889719506e-05
fungus metagenome	1.18809173813e+12	9.7182359375e-05
Lagenaria siceraria	1.17960720664e+12	9.64883500141e-05
Brugia malayi	1.16688182391e+12	9.5447451674e-05
Aspergillus fumigatus	1.16191258095e+12	9.50409824266e-05
Columba livia	1.15482230839e+12	9.44610192854e-05
Astatotilapia	1.1529253029e+12	9.43058498964e-05
Cucumis melo	1.14650532039e+12	9.37807144818e-05
Phytophthora infestans	1.14368004679e+12	9.35496155312e-05
Medicago sativa	1.14028786216e+12	9.32721449492e-05
Saccharomyces cerevisiae W303	1.1401673779e+12	9.32622896965e-05
biofilm metagenome	1.13875606347e+12	9.31468483863e-05
Salmonella enterica subsp. enterica serovar Enteritidis	1.13172763651e+12	9.2571944031e-05
Sesamum indicum	1.13013976413e+12	9.24420608085e-05
Meleagris gallopavo	1.12904518755e+12	9.23525277099e-05
Fraxinus excelsior	1.12719367683e+12	9.2201079657e-05
Brachypodium hybridum	1.12663300335e+12	9.21552182389e-05
Lolium perenne	1.11339929325e+12	9.10727402371e-05
Panax notoginseng	1.11250585727e+12	9.099965984e-05
Oreochromis niloticus	1.10793300219e+12	9.06256139379e-05
Corvus cornix cornix	1.10470501809e+12	9.03615744696e-05
termite gut metagenome	1.08441241943e+12	8.87017004444e-05
Setaria italica	1.0833950742e+12	8.86184846396e-05
Brachypodium stacei	1.06726962281e+12	8.72994708283e-05
salt lake metagenome	1.05763916545e+12	8.65117281495e-05
biogas fermenter metagenome	1.05177492495e+12	8.60320507734e-05
Oryza rufipogon	1.05092521291e+12	8.59625468639e-05
Oryza glaberrima	1.04262607783e+12	8.52837023759e-05
Nicotiana attenuata	1.04008216066e+12	8.50756175412e-05
Drosophila yakuba	1.0301131023e+12	8.42601783115e-05
Menidia menidia	1.02262757941e+12	8.3647884873e-05
hot springs metagenome	1.01794802172e+12	8.32651110156e-05
Monodelphis domestica	1.01164271774e+12	8.27493559627e-05
Propithecus coquereli	1.00844480656e+12	8.2487776369e-05
Prunus persica	9.95760076084e+11	8.14502032628e-05
Bos taurus x Bos indicus	9.88751496382e+11	8.08769223541e-05
mixed culture	9.85760993474e+11	8.06323081387e-05
Melampsora larici-populina	9.84274657094e+11	8.05107302575e-05
Acinetobacter baumannii 34654	9.8161887375e+11	8.02934951037e-05
Cryptococcus neoformans var. grubii	9.80723897443e+11	8.02202887121e-05
Ctenopharyngodon idella	9.70962739998e+11	7.94218551566e-05
Gossypium	9.70363113651e+11	7.93728075105e-05
crustacean metagenome	9.68697312683e+11	7.92365499614e-05
wetland metagenome	9.6353520206e+11	7.88143047141e-05
Marmota monax	9.50849914578e+11	7.77766860461e-05
Sus scrofa domesticus	9.48639392017e+11	7.75958718959e-05
Ailuropoda melanoleuca	9.4725459924e+11	7.74825999785e-05
Ascaris suum	9.47002147055e+11	7.74619501429e-05
hydrothermal vent metagenome	9.4553541188e+11	7.73419755818e-05
Pongo pygmaeus	9.3769471388e+11	7.6700629879e-05
Austrofundulus limnaeus	9.37450013068e+11	7.66806140827e-05
Zymoseptoria tritici	9.35263299077e+11	7.65017474025e-05
Raphanus sativus	9.35060812982e+11	7.64851846441e-05
Mycobacterium bovis	9.34028733908e+11	7.64007636551e-05
Ictalurus punctatus	9.20333790634e+11	7.52805581557e-05
Mycoplasma pneumoniae M129	9.15623908303e+11	7.48953038335e-05
Cynops pyrrhogaster	9.11854374738e+11	7.45869672347e-05
Otolemur garnettii	9.09486691296e+11	7.43932977934e-05
Tursiops truncatus	9.06523583099e+11	7.41509243836e-05
Triticum monococcum	8.98633911831e+11	7.35055728136e-05
Avena sativa	8.97656308508e+11	7.34256077786e-05
Oncorhynchus kisutch	8.95708472547e+11	7.32662806086e-05
Manihot esculenta subsp. flabellifolia	8.95023801801e+11	7.32102765843e-05
Fragaria x ananassa	8.88620674372e+11	7.26865198651e-05
Anopheles merus	8.85063976444e+11	7.23955925864e-05
Chinchilla lanigera	8.78683011268e+11	7.18736486733e-05
Chenopodium quinoa	8.78354669823e+11	7.18467913227e-05
bovine metagenome	8.75979188175e+11	7.16524840115e-05
Hepatitis C virus	8.73529996374e+11	7.14521474296e-05
Acropora digitifera	8.70417986186e+11	7.11975942812e-05
Fusarium graminearum	8.67186916731e+11	7.09333024401e-05
Chlamydia trachomatis	8.63100685669e+11	7.05990609309e-05
Helianthus annuus	8.62406737976e+11	7.05422980801e-05
Trichoderma reesei	8.61013952271e+11	7.04283723649e-05
Coprinopsis cinerea	8.54138463207e+11	6.98659778733e-05
Oncorhynchus nerka	8.51945806387e+11	6.96866250875e-05
Ipomoea nil	8.51137751534e+11	6.96205286114e-05
Camellia sinensis	8.47433661393e+11	6.93175450894e-05
Phyllostachys edulis	8.4304989923e+11	6.89589664239e-05
Salmonella sp.	8.39509984269e+11	6.86694119419e-05
Trypanosoma brucei brucei	8.3713276683e+11	6.8474962648e-05
Human immunodeficiency virus 1	8.35537092514e+11	6.83444412499e-05
Salvia miltiorrhiza	8.35464984911e+11	6.83385430631e-05
Aplysia californica	8.34104478297e+11	6.82272576813e-05
indoor metagenome	8.30234982854e+11	6.79107444991e-05
Physeter catodon	8.2458192167e+11	6.74483409608e-05
Melanogrammus aeglefinus	8.24329241897e+11	6.74276725093e-05
Lutzomyia longipalpis	8.23944977678e+11	6.73962408426e-05
Drosophila pseudoobscura bogotana	8.18822899841e+11	6.69772701579e-05
Solanum pennellii	8.17040802655e+11	6.68314999251e-05
Drosophila pseudoobscura pseudoobscura	8.14608493245e+11	6.66325442725e-05
Nipponia nippon	8.1424478e+11	6.66027936142e-05
peat metagenome	8.12845345635e+11	6.64883240585e-05
Trichechus manatus latirostris	8.05237730818e+11	6.58660438646e-05
Gossypium arboreum	8.04655839819e+11	6.58184469171e-05
Protobothrops mucrosquamatus	7.99934239022e+11	6.54322340593e-05
Streptococcus suis	7.99128544012e+11	6.53663306114e-05
Marchantia polymorpha	7.97858249153e+11	6.5262424282e-05
Tribolium castaneum	7.9619029417e+11	6.51259905409e-05
Populus tremula x Populus alba	7.94616406562e+11	6.49972512304e-05
Haplochromis burtoni	7.91306784865e+11	6.47265340502e-05
Cyprinus carpio	7.82282792174e+11	6.39883983722e-05
Spermophilus dauricus	7.7593505756e+11	6.34691726199e-05
Influenza A virus	7.73261448118e+11	6.32504793446e-05
Bemisia tabaci	7.67584449608e+11	6.27861178044e-05
Camelus bactrianus	7.65821780929e+11	6.26419367656e-05
Plasmodium chabaudi	7.46735547e+11	6.10807397761e-05
Nicotiana tomentosiformis	7.37941369527e+11	6.03614022972e-05
Pseudomonas aeruginosa PAO1	7.37201256894e+11	6.0300863292e-05
Aegilops sharonensis	7.33602339609e+11	6.00064825959e-05
Micromonas pusilla	7.32123201656e+11	5.98854935245e-05
Gossypium raimondii	7.31007257189e+11	5.97942125967e-05
root metagenome	7.28109777457e+11	5.95572073995e-05
Cephalotus follicularis	7.23909068418e+11	5.92136019334e-05
Citrullus lanatus	7.20864437241e+11	5.89645601871e-05
uncultured bacterium	7.20019211668e+11	5.88954232571e-05
Castor canadensis	7.1966939143e+11	5.88668090054e-05
Cannabis sativa	7.19254257318e+11	5.88328522736e-05
Euperipatoides rowelli	7.1903055844e+11	5.88145543728e-05
Loxodonta africana	7.18736839791e+11	5.87905290637e-05
Brassica juncea	7.06207666199e+11	5.7765680046e-05
Dianthus caryophyllus	7.04237676377e+11	5.76045407563e-05
Arabidopsis arenosa	6.99718455768e+11	5.7234881994e-05
Pisum sativum subsp. sativum	6.94004376354e+11	5.67674873466e-05
Cryptococcus neoformans	6.9310165513e+11	5.66936474438e-05
Agave tequilana	6.90619660009e+11	5.64906276482e-05
Heliconius erato	6.90427653566e+11	5.64749220941e-05
Porphyra umbilicalis	6.89984656014e+11	5.6438686216e-05
Populus balsamifera	6.86681630425e+11	5.61685085778e-05
Campylobacter coli	6.83164770317e+11	5.58808399139e-05
Puccinia graminis f. sp. tritici	6.82564877788e+11	5.58317704949e-05
Humulus lupulus var. lupulus	6.80860640974e+11	5.56923690083e-05
Citrus maxima	6.80514485129e+11	5.5664054493e-05
Ficedula albicollis	6.79786658064e+11	5.56045204106e-05
Aotus nancymaae	6.79018910712e+11	5.55417209679e-05
Phascolarctos cinereus	6.77314974092e+11	5.54023440362e-05
Pan troglodytes schweinfurthii	6.76394854052e+11	5.53270809622e-05
Macaca fuscata	6.71014118109e+11	5.48869528161e-05
Panthera tigris tigris	6.69604596114e+11	5.47716581224e-05
Pyrus x bretschneideri	6.69374274029e+11	5.4752818463e-05
Balaenoptera acutorostrata	6.68457253904e+11	5.46778089528e-05
Toxoplasma gondii	6.68196042452e+11	5.46564426354e-05
Esox lucius	6.65169245857e+11	5.44088597047e-05
Arabis alpina	6.56814744722e+11	5.37254864385e-05
Strongylocentrotus purpuratus	6.56744555954e+11	5.37197452067e-05
Saccharomyces cerevisiae BY4741	6.53982630785e+11	5.34938279684e-05
Aspergillus nidulans	6.5299388471e+11	5.34129514895e-05
Escherichia coli B str. REL606	6.52406371334e+11	5.33648946482e-05
Arctocephalus gazella	6.51787645134e+11	5.33142846911e-05
Bacillus subtilis	6.47572577637e+11	5.2969504746e-05
Panthera pardus	6.4385269974e+11	5.26652298326e-05
Camelus ferus	6.4375062856e+11	5.26568807147e-05
Corvus corone corone	6.43566688455e+11	5.26418349629e-05
Dionaea muscipula	6.43518608389e+11	5.26379021569e-05
Emberizinae	6.4320151972e+11	5.26119652499e-05
Orcinus orca	6.41697360688e+11	5.24889295289e-05
Nematostella vectensis	6.38917939954e+11	5.22615812056e-05
Lactuca sativa	6.38086543473e+11	5.2193575454e-05
Lasius niger	6.35725094105e+11	5.20004159413e-05
Mizuhopecten yessoensis	6.35584439054e+11	5.19889107778e-05
food metagenome	6.35481572665e+11	5.19804966141e-05
Mus caroli	6.34777129893e+11	5.19228752971e-05
Ovis canadensis	6.33811541551e+11	5.18438930517e-05
Drosophila miranda	6.33241750257e+11	5.17972858239e-05
Musca domestica	6.32099342953e+11	5.17038403149e-05
Prunus armeniaca	6.3177184202e+11	5.16770517157e-05
Arabidopsis	6.28151135618e+11	5.13808887348e-05
Mus musculus x Mus spretus	6.27954593235e+11	5.13648121543e-05
Tetrahymena thermophila	6.2733476907e+11	5.13141123869e-05
Dunaliella salina	6.27246749072e+11	5.13069126137e-05
Gallus gallus gallus	6.26672463578e+11	5.12599377737e-05
Olea europaea subsp. europaea	6.25055351903e+11	5.11276628636e-05
Eurytemora affinis	6.24163774368e+11	5.10547344813e-05
Cerapachys biroi	6.09387409168e+11	4.98460718949e-05
Ziziphus jujuba	6.07861278331e+11	4.97212389458e-05
Maylandia zebra	6.06953832235e+11	4.96470125626e-05
Eriocheir sinensis	6.06794999144e+11	4.96340204897e-05
Deinagkistrodon acutus	6.04558275426e+11	4.9451063163e-05
subsurface metagenome	6.02443824749e+11	4.92781074064e-05
Panicum capillare	5.9776901752e+11	4.88957221228e-05
Carica papaya	5.96659692304e+11	4.880498263e-05
Pan troglodytes ellioti	5.90222357142e+11	4.82784278202e-05
Heliconius melpomene melpomene x Heliconius melpomene rosina	5.8992246113e+11	4.82538972212e-05
Camelina sativa	5.89143353588e+11	4.81901685488e-05
Odobenus rosmarus divergens	5.86429928064e+11	4.79682184368e-05
Myodes glareolus	5.86076989904e+11	4.79393491483e-05
Microtus ochrogaster	5.85390624024e+11	4.78832064672e-05
Ixodes scapularis	5.85376712042e+11	4.78820685086e-05
Heliconius melpomene	5.85038639185e+11	4.78544151575e-05
Solanum habrochaites	5.83823180128e+11	4.77549942331e-05
Clupea harengus	5.83351091171e+11	4.7716378765e-05
Mesocricetus auratus	5.82792514372e+11	4.76706888494e-05
Saccharum hybrid cultivar SP80-3280	5.82338494287e+11	4.76335513611e-05
Alligator mississippiensis	5.81016211782e+11	4.75253925973e-05
Dichanthelium oligosanthes	5.78795411148e+11	4.73437377315e-05
Macrostomum lignano	5.76760990839e+11	4.71773282201e-05
Sarcophilus harrisii	5.70045942053e+11	4.66280572645e-05
Myzus persicae	5.69699670299e+11	4.65997332682e-05
Zostera marina	5.64721210033e+11	4.61925100722e-05
Erigeron breviscapus	5.63199668841e+11	4.60680525424e-05
Ficedula speculigera	5.5679683715e+11	4.55443200136e-05
Plasmodium berghei	5.55718396379e+11	4.54561067762e-05
Parasteatoda tepidariorum	5.52360040716e+11	4.5181403303e-05
Azumapecten farreri	5.49931846006e+11	4.49827842205e-05
Vigna unguiculata subsp. unguiculata	5.48908816962e+11	4.4899103497e-05
Strongyloides stercoralis	5.45627892348e+11	4.46307336526e-05
Scophthalmus maximus	5.43880222968e+11	4.44877795117e-05
Ruminiclostridium thermocellum ATCC 27405	5.43838590019e+11	4.44843740607e-05
Drosophila virilis	5.43191471329e+11	4.44314416826e-05
Sporobolus michauxianus	5.431096642e+11	4.44247501035e-05
Oryza officinalis	5.42282109918e+11	4.43570586323e-05
Pan troglodytes troglodytes	5.42186370354e+11	4.43492274217e-05
Balaena mysticetus	5.41001773497e+11	4.42523309331e-05
Panicum hallii var. hallii	5.39718955506e+11	4.41474002489e-05
Enterobacter cloacae	5.39688376806e+11	4.41448990025e-05
Urocyon littoralis	5.389625936e+11	4.40855321017e-05
Ectopistes migratorius	5.38460797974e+11	4.40444867166e-05
Parhyale hawaiensis	5.38232844238e+11	4.40258407812e-05
Ictidomys tridecemlineatus	5.3708214821e+11	4.39317172793e-05
West Nile virus	5.36847465703e+11	4.39125209504e-05
Canis lupus chanco	5.358593016e+11	4.38316920751e-05
Ipomoea batatas	5.34005265155e+11	4.36800374256e-05
Fukomys damarensis	5.33482939252e+11	4.36373127252e-05
Puccinia striiformis f. sp. tritici	5.33420584473e+11	4.36322122903e-05
Jatropha curcas	5.28481178491e+11	4.32281836182e-05
mixed sample	5.26165860451e+11	4.30387975106e-05
Tupaia chinensis	5.2568552562e+11	4.29995075545e-05
Leishmania infantum	5.25246441184e+11	4.29635917577e-05
Leptonychotes weddellii	5.20390005236e+11	4.25663497869e-05
Haemophilus influenzae	5.18262199617e+11	4.23923016358e-05
coral metagenome	5.18210084557e+11	4.23880387794e-05
Gorilla beringei graueri	5.18061952144e+11	4.237592199e-05
Populus nigra	5.17009205728e+11	4.22898104741e-05
Saimiri boliviensis boliviensis	5.16433619796e+11	4.22427292622e-05
Oryza nivara	5.14960670719e+11	4.21222464224e-05
Pseudomonas aeruginosa PA14	5.14704888363e+11	4.21013241889e-05
Saccharomyces paradoxus	5.14626302923e+11	4.20948961343e-05
Colobus angolensis palliatus	5.13611759748e+11	4.20119095296e-05
Nicotiana sylvestris	5.12761396573e+11	4.19423523591e-05
